NO,시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),동,층,매수자,매도자,건축년도,도로명,해제사유발생일,거래유형,중개사소재지,등기일자
1,광주광역시 동구 금남로5가,154-1,154,1,AM-City하이클래스,15.1697,202402,3,"6,250",금남로 AM-City 하이클래스,11,개인,개인,2014,금남로 185,-,중개거래,"광주 남구, 광주 서구",24.02.16
2,광주광역시 동구 충장로5가,Apr-96,96,4,로머스파크헤리티지,59.9682,202402,9,"35,290",-,26,개인,법인,2023,독립로226번길 5-10,20240305,직거래,-,-
3,광주광역시 동구 충장로5가,Apr-96,96,4,로머스파크헤리티지,84.8381,202402,12,"47,540",101동,8,개인,법인,2023,독립로226번길 5-10,-,직거래,-,24.03.22
4,광주광역시 동구 충장로5가,Apr-96,96,4,로머스파크헤리티지,59.9682,202402,9,"35,290",-,26,개인,법인,2023,독립로226번길 5-10,-,직거래,-,-
5,광주광역시 동구 수기동,22,22,0,고운하이츠(22-0),58.0601,202404,22,"16,700",-,2,개인,개인,2011,천변우로 329-10,-,중개거래,광주 서구,24.05.17
6,광주광역시 동구 계림동,1869,1869,0,계림아이파크에스케이뷰,84.9669,202404,7,"73,000",-,16,개인,개인,2022,필문대로 70,-,중개거래,광주 동구,-
7,광주광역시 동구 계림동,1869,1869,0,계림아이파크에스케이뷰,76.9879,202403,30,"61,500",-,12,개인,개인,2022,필문대로 70,-,중개거래,광주 동구,-
8,광주광역시 동구 계림동,1869,1869,0,계림아이파크에스케이뷰,76.9879,202404,1,"58,000",-,17,개인,개인,2022,필문대로 70,-,중개거래,광주 동구,-
9,광주광역시 동구 계림동,1845,1845,0,두산위브3차(두산위브더파크),84.9738,202404,14,"55,000",-,12,개인,개인,2021,중앙로290번길 16,-,중개거래,광주 동구,-
10,광주광역시 동구 계림동,100-1,100,1,금호,59.85,202404,5,"19,500",-,4,개인,개인,1996,필문대로 12-7,20240417,중개거래,광주 북구,-
11,광주광역시 동구 계림동,1869,1869,0,계림아이파크에스케이뷰,76.9879,202404,11,"58,900",-,8,개인,개인,2022,필문대로 70,-,중개거래,광주 동구,-
12,광주광역시 동구 계림동,1827,1827,0,그랜드센트럴,59.9055,202402,1,"36,700",-,24,개인,개인,2020,경양로 234,-,중개거래,광주 동구,-
13,광주광역시 동구 계림동,1845,1845,0,두산위브3차(두산위브더파크),84.9964,202403,11,"54,000",-,11,개인,개인,2021,중앙로290번길 16,-,중개거래,광주 동구,-
14,광주광역시 동구 계림동,1869,1869,0,계림아이파크에스케이뷰,123.8681,202402,26,"104,500",-,13,개인,개인,2022,필문대로 70,-,중개거래,광주 동구,-
15,광주광역시 동구 계림동,1827,1827,0,그랜드센트럴,39.8652,202402,29,"28,500",-,8,개인,법인,2020,경양로 234,20240315,직거래,-,-
16,광주광역시 동구 계림동,1845,1845,0,두산위브3차(두산위브더파크),59.9903,202405,1,"37,000",-,13,개인,개인,2021,중앙로290번길 16,-,중개거래,광주 동구,-
17,광주광역시 동구 계림동,1827,1827,0,그랜드센트럴,59.9083,202405,1,"36,000",-,5,개인,개인,2020,경양로 234,-,중개거래,광주 동구,-
18,광주광역시 동구 계림동,1827,1827,0,그랜드센트럴,75.9117,202405,2,"46,850",-,32,개인,개인,2020,경양로 234,-,중개거래,광주 동구,-
19,광주광역시 동구 계림동,1869,1869,0,계림아이파크에스케이뷰,76.9879,202401,19,"60,000",-,12,개인,개인,2022,필문대로 70,-,중개거래,광주 동구,-
20,광주광역시 동구 계림동,1827,1827,0,그랜드센트럴,39.8652,202403,12,"28,700",-,20,개인,법인,2020,경양로 234,20240507,직거래,-,-
21,광주광역시 동구 계림동,175-7,175,7,SG빌리지,49.0349,202403,18,"8,250",-,5,개인,법인,2018,중앙로 313,-,직거래,-,24.03.25
22,광주광역시 동구 계림동,1827,1827,0,그랜드센트럴,39.8652,202402,29,"24,000",108,22,개인,개인,2020,경양로 234,-,중개거래,광주 동구,24.03.29
23,광주광역시 동구 계림동,175-7,175,7,SG빌리지,29.4889,202403,4,"7,500",-,9,개인,개인,2018,중앙로 313,-,중개거래,광주 동구,24.03.11
24,광주광역시 동구 계림동,1815,1815,0,두산위브2차,84.9765,202405,7,"47,800",-,17,개인,개인,2018,계림로30번길 15,-,중개거래,광주 동구,-
25,광주광역시 동구 계림동,1815,1815,0,두산위브2차,84.9765,202405,7,"47,200",-,6,개인,개인,2018,계림로30번길 15,-,중개거래,광주 동구,-
26,광주광역시 동구 계림동,1827,1827,0,그랜드센트럴,39.8652,202401,5,"27,500",108,16,개인,법인,2020,경양로 234,-,직거래,-,24.02.13
27,광주광역시 동구 계림동,52,52,0,두산위브,154.3492,202401,5,"60,000",101,7,개인,개인,2007,무등로 374,-,중개거래,광주 동구,24.02.16
28,광주광역시 동구 계림동,1827,1827,0,그랜드센트럴,75.9117,202401,6,"45,000",112,15,개인,개인,2020,경양로 234,-,중개거래,광주 동구,24.03.25
29,광주광역시 동구 계림동,1827,1827,0,그랜드센트럴,59.9055,202401,9,"36,800",116,6,개인,개인,2020,경양로 234,-,중개거래,"광주 동구, 광주 서구",24.02.26
30,광주광역시 동구 계림동,52,52,0,두산위브,84.8686,202401,11,"31,200",102,1,개인,개인,2007,무등로 374,-,중개거래,"광주 동구, 광주 서구",24.03.15
31,광주광역시 동구 계림동,1845,1845,0,두산위브3차(두산위브더파크),59.9903,202401,12,"34,400",303,4,개인,개인,2021,중앙로290번길 16,-,중개거래,광주 동구,24.03.29
32,광주광역시 동구 계림동,1827,1827,0,그랜드센트럴,84.949,202401,12,"54,000",106,20,개인,개인,2020,경양로 234,-,직거래,-,24.01.12
33,광주광역시 동구 계림동,1827,1827,0,그랜드센트럴,75.9867,202401,27,"47,000",107,24,개인,개인,2020,경양로 234,-,중개거래,"광주 동구, 광주 서구",24.03.19
34,광주광역시 동구 계림동,1827,1827,0,그랜드센트럴,84.9647,202401,15,"55,800",102,30,개인,개인,2020,경양로 234,-,중개거래,광주 동구,24.02.13
35,광주광역시 동구 계림동,1827,1827,0,그랜드센트럴,75.9867,202401,20,"44,300",111,22,개인,개인,2020,경양로 234,-,중개거래,광주 동구,24.03.14
36,광주광역시 동구 계림동,1827,1827,0,그랜드센트럴,75.9789,202401,21,"46,000",107,30,개인,개인,2020,경양로 234,-,중개거래,광주 동구,24.02.15
37,광주광역시 동구 계림동,1827,1827,0,그랜드센트럴,75.9867,202401,23,"45,000",112,30,개인,개인,2020,경양로 234,-,중개거래,광주 동구,24.04.03
38,광주광역시 동구 계림동,1827,1827,0,그랜드센트럴,84.9647,202401,27,"51,250",103,7,개인,개인,2020,경양로 234,-,중개거래,광주 동구,24.03.29
39,광주광역시 동구 계림동,1827,1827,0,그랜드센트럴,84.9647,202401,27,"51,000",105,31,개인,개인,2020,경양로 234,-,중개거래,광주 동구,24.03.11
40,광주광역시 동구 계림동,1827,1827,0,그랜드센트럴,75.9789,202401,29,"45,900",119,20,개인,개인,2020,경양로 234,-,중개거래,"광주 동구, 전남 순천시",24.03.29
41,광주광역시 동구 계림동,1827,1827,0,그랜드센트럴,39.8652,202401,29,"28,500",108,18,개인,개인,2020,경양로 234,-,직거래,-,24.02.23
42,광주광역시 동구 계림동,1827,1827,0,그랜드센트럴,39.8652,202401,29,"28,500",108,8,개인,법인,2020,경양로 234,-,직거래,-,24.03.05
43,광주광역시 동구 계림동,1827,1827,0,그랜드센트럴,84.9647,202401,29,"50,700",104,20,개인,개인,2020,경양로 234,-,중개거래,광주 동구,24.03.05
44,광주광역시 동구 계림동,1827,1827,0,그랜드센트럴,39.8652,202401,30,"29,000",108,20,개인,법인,2020,경양로 234,-,직거래,-,24.02.23
45,광주광역시 동구 계림동,1845,1845,0,두산위브3차(두산위브더파크),59.9903,202401,31,"40,000",303,10,개인,개인,2021,중앙로290번길 16,-,중개거래,"광주 남구, 광주 동구",24.03.29
46,광주광역시 동구 계림동,100-1,100,1,금호,59.85,202402,1,"21,200",-,17,개인,개인,1996,필문대로 12-7,-,직거래,-,-
47,광주광역시 동구 계림동,1827,1827,0,그랜드센트럴,39.8652,202402,2,"27,500",108,18,개인,법인,2020,경양로 234,-,직거래,-,24.02.28
48,광주광역시 동구 계림동,1845,1845,0,두산위브3차(두산위브더파크),84.9738,202402,2,"53,500",307,16,개인,개인,2021,중앙로290번길 16,-,중개거래,광주 동구,24.04.30
49,광주광역시 동구 계림동,1827,1827,0,그랜드센트럴,84.949,202402,3,"48,500",102,4,개인,개인,2020,경양로 234,-,중개거래,"광주 광산구, 광주 동구",24.04.30
50,광주광역시 동구 계림동,1827,1827,0,그랜드센트럴,75.9867,202402,5,"44,800",110,8,개인,개인,2020,경양로 234,-,중개거래,광주 동구,24.03.25
51,광주광역시 동구 계림동,1827,1827,0,그랜드센트럴,75.9117,202402,5,"44,500",112,2,개인,개인,2020,경양로 234,-,중개거래,광주 동구,24.02.28
52,광주광역시 동구 계림동,1827,1827,0,그랜드센트럴,59.9048,202402,7,"37,000",-,30,개인,개인,2020,경양로 234,-,중개거래,광주 동구,-
53,광주광역시 동구 계림동,1815,1815,0,두산위브2차,84.5628,202402,8,"46,800",202동,19,개인,개인,2018,계림로30번길 15,-,중개거래,광주 동구,24.04.19
54,광주광역시 동구 계림동,1845,1845,0,두산위브3차(두산위브더파크),84.9706,202402,8,"55,500",310,16,개인,개인,2021,중앙로290번길 16,-,중개거래,광주 동구,24.04.22
55,광주광역시 동구 계림동,1827,1827,0,그랜드센트럴,75.9789,202402,8,"46,000",119,12,개인,개인,2020,경양로 234,-,중개거래,광주 동구,24.03.29
56,광주광역시 동구 계림동,52,52,0,두산위브,113.8106,202402,8,"54,000",107,6,개인,개인,2007,무등로 374,-,중개거래,광주 동구,24.05.08
57,광주광역시 동구 계림동,1827,1827,0,그랜드센트럴,75.9867,202402,13,"45,900",111,23,개인,개인,2020,경양로 234,-,중개거래,광주 동구,24.04.09
58,광주광역시 동구 계림동,1845,1845,0,두산위브3차(두산위브더파크),84.9738,202402,14,"55,000",-,10,개인,개인,2021,중앙로290번길 16,-,중개거래,광주 동구,-
59,광주광역시 동구 계림동,1869,1869,0,계림아이파크에스케이뷰,39.911,202402,15,"28,000",115동,10,개인,개인,2022,필문대로 70,-,중개거래,광주 동구,24.03.15
60,광주광역시 동구 계림동,1827,1827,0,그랜드센트럴,39.8652,202402,17,"28,500",-,15,개인,법인,2020,경양로 234,-,직거래,-,-
61,광주광역시 동구 계림동,1827,1827,0,그랜드센트럴,39.8652,202402,17,"27,500",108,17,개인,법인,2020,경양로 234,-,직거래,-,24.04.08
62,광주광역시 동구 계림동,1827,1827,0,그랜드센트럴,59.9048,202402,19,"37,100",118,20,개인,개인,2020,경양로 234,-,중개거래,광주 동구,24.04.26
63,광주광역시 동구 계림동,1827,1827,0,그랜드센트럴,39.8652,202402,19,"28,500",-,8,개인,법인,2020,경양로 234,-,직거래,-,-
64,광주광역시 동구 계림동,1827,1827,0,그랜드센트럴,39.8652,202402,19,"27,500",108,19,개인,법인,2020,경양로 234,-,직거래,-,24.03.27
65,광주광역시 동구 계림동,1827,1827,0,그랜드센트럴,39.8652,202402,20,"28,500",108,18,개인,법인,2020,경양로 234,-,직거래,-,24.03.14
66,광주광역시 동구 계림동,1827,1827,0,그랜드센트럴,39.8652,202402,20,"27,500",-,11,개인,법인,2020,경양로 234,-,직거래,-,-
67,광주광역시 동구 계림동,1827,1827,0,그랜드센트럴,39.8652,202402,20,"27,500",-,17,개인,법인,2020,경양로 234,-,직거래,-,-
68,광주광역시 동구 계림동,1827,1827,0,그랜드센트럴,39.8652,202402,21,"27,500",108,9,개인,법인,2020,경양로 234,-,직거래,-,24.04.05
69,광주광역시 동구 계림동,1827,1827,0,그랜드센트럴,39.8652,202402,21,"29,000",-,23,개인,법인,2020,경양로 234,-,직거래,-,-
70,광주광역시 동구 계림동,1827,1827,0,그랜드센트럴,39.8652,202402,22,"28,500",108,11,개인,법인,2020,경양로 234,-,직거래,-,24.03.27
71,광주광역시 동구 계림동,1827,1827,0,그랜드센트럴,39.8652,202402,22,"28,700",-,22,개인,법인,2020,경양로 234,-,직거래,-,-
72,광주광역시 동구 계림동,1827,1827,0,그랜드센트럴,84.9647,202402,23,"49,000",102,3,개인,개인,2020,경양로 234,-,중개거래,광주 동구,24.03.11
73,광주광역시 동구 계림동,1827,1827,0,그랜드센트럴,39.8652,202402,23,"28,700",-,21,개인,법인,2020,경양로 234,-,직거래,-,-
74,광주광역시 동구 계림동,1827,1827,0,그랜드센트럴,39.8652,202402,23,"27,500",-,9,개인,법인,2020,경양로 234,-,직거래,-,-
75,광주광역시 동구 계림동,1827,1827,0,그랜드센트럴,39.8652,202402,23,"27,500",108,19,개인,법인,2020,경양로 234,-,직거래,-,24.03.27
76,광주광역시 동구 계림동,1827,1827,0,그랜드센트럴,39.8652,202402,23,"29,000",-,20,개인,법인,2020,경양로 234,-,직거래,-,-
77,광주광역시 동구 계림동,1827,1827,0,그랜드센트럴,39.8652,202402,23,"29,000",-,25,개인,법인,2020,경양로 234,-,직거래,-,-
78,광주광역시 동구 계림동,1827,1827,0,그랜드센트럴,39.8652,202402,23,"29,000",108,26,개인,법인,2020,경양로 234,-,직거래,-,24.03.27
79,광주광역시 동구 계림동,1845,1845,0,두산위브3차(두산위브더파크),84.9738,202402,24,"52,000",304,19,개인,개인,2021,중앙로290번길 16,-,중개거래,광주 동구,24.03.15
80,광주광역시 동구 계림동,1827,1827,0,그랜드센트럴,39.8652,202402,24,"27,500",-,12,개인,법인,2020,경양로 234,20240507,직거래,-,-
81,광주광역시 동구 계림동,1827,1827,0,그랜드센트럴,39.8652,202402,24,"29,000",108,21,개인,법인,2020,경양로 234,-,직거래,-,24.03.18
82,광주광역시 동구 계림동,1827,1827,0,그랜드센트럴,75.9867,202402,24,"46,200",119,16,개인,개인,2020,경양로 234,-,중개거래,광주 광산구,24.03.25
83,광주광역시 동구 계림동,1827,1827,0,그랜드센트럴,39.8652,202402,24,"27,500",-,19,개인,법인,2020,경양로 234,-,직거래,-,-
84,광주광역시 동구 계림동,1827,1827,0,그랜드센트럴,39.8652,202402,25,"29,000",-,24,개인,법인,2020,경양로 234,20240507,직거래,-,-
85,광주광역시 동구 계림동,1827,1827,0,그랜드센트럴,39.8652,202402,25,"28,500",-,8,개인,법인,2020,경양로 234,-,직거래,-,-
86,광주광역시 동구 계림동,1827,1827,0,그랜드센트럴,39.8652,202402,25,"27,500",-,17,개인,법인,2020,경양로 234,-,직거래,-,-
87,광주광역시 동구 계림동,1827,1827,0,그랜드센트럴,39.8652,202402,25,"28,700",108,24,개인,법인,2020,경양로 234,-,직거래,-,24.03.27
88,광주광역시 동구 계림동,1827,1827,0,그랜드센트럴,39.8652,202402,26,"28,500",-,15,개인,법인,2020,경양로 234,20240415,직거래,-,-
89,광주광역시 동구 계림동,1845,1845,0,두산위브3차(두산위브더파크),39.9452,202402,26,"20,000",310,3,개인,개인,2021,중앙로290번길 16,-,직거래,-,24.03.04
90,광주광역시 동구 계림동,1827,1827,0,그랜드센트럴,39.8652,202402,26,"27,500",-,15,개인,법인,2020,경양로 234,-,직거래,-,-
91,광주광역시 동구 계림동,100-11,100,11,계림동금호2,84.78,202402,27,"24,000",3층옥상202,15,개인,개인,1998,중앙로 358,-,중개거래,광주 동구,24.03.11
92,광주광역시 동구 계림동,1827,1827,0,그랜드센트럴,39.8652,202402,27,"29,000",-,23,개인,법인,2020,경양로 234,20240507,직거래,-,-
93,광주광역시 동구 계림동,1827,1827,0,그랜드센트럴,59.9083,202402,27,"35,000",115,24,개인,개인,2020,경양로 234,-,직거래,-,24.02.27
94,광주광역시 동구 계림동,1827,1827,0,그랜드센트럴,39.8652,202402,27,"27,500",-,13,개인,법인,2020,경양로 234,-,직거래,-,-
95,광주광역시 동구 계림동,1827,1827,0,그랜드센트럴,39.8652,202402,27,"28,500",-,6,개인,법인,2020,경양로 234,-,직거래,-,-
96,광주광역시 동구 계림동,1827,1827,0,그랜드센트럴,39.8652,202402,27,"29,000",-,22,개인,법인,2020,경양로 234,-,직거래,-,-
97,광주광역시 동구 계림동,1827,1827,0,그랜드센트럴,39.8652,202402,27,"28,700",108,25,개인,법인,2020,경양로 234,-,직거래,-,24.03.20
98,광주광역시 동구 계림동,1827,1827,0,그랜드센트럴,39.8652,202402,28,"28,700",-,23,개인,법인,2020,경양로 234,20240507,직거래,-,-
99,광주광역시 동구 계림동,1827,1827,0,그랜드센트럴,39.8652,202402,28,"27,500",108,16,개인,법인,2020,경양로 234,-,직거래,-,24.03.27
100,광주광역시 동구 계림동,52,52,0,두산위브,84.8686,202402,29,"32,500",102,19,개인,개인,2007,무등로 374,-,중개거래,광주 동구,24.04.03
101,광주광역시 동구 계림동,1827,1827,0,그랜드센트럴,39.8652,202402,29,"27,500",-,5,개인,법인,2020,경양로 234,-,직거래,-,-
102,광주광역시 동구 계림동,1827,1827,0,그랜드센트럴,39.8652,202402,29,"27,500",-,12,개인,법인,2020,경양로 234,-,직거래,-,-
103,광주광역시 동구 계림동,1827,1827,0,그랜드센트럴,39.8652,202402,29,"28,500",-,8,개인,법인,2020,경양로 234,-,직거래,-,-
104,광주광역시 동구 계림동,1827,1827,0,그랜드센트럴,39.8652,202402,29,"29,000",-,24,개인,법인,2020,경양로 234,-,직거래,-,-
105,광주광역시 동구 계림동,1827,1827,0,그랜드센트럴,39.8652,202403,1,"27,500",108,19,개인,법인,2020,경양로 234,-,직거래,-,24.03.29
106,광주광역시 동구 계림동,1827,1827,0,그랜드센트럴,39.8652,202403,1,"27,500",-,17,개인,법인,2020,경양로 234,-,직거래,-,-
107,광주광역시 동구 계림동,1827,1827,0,그랜드센트럴,39.8652,202403,1,"29,000",108,23,개인,법인,2020,경양로 234,-,직거래,-,24.03.29
108,광주광역시 동구 계림동,1827,1827,0,그랜드센트럴,75.9789,202403,2,"46,500",119,16,개인,개인,2020,경양로 234,-,중개거래,광주 동구,24.04.29
109,광주광역시 동구 계림동,52,52,0,두산위브,84.8686,202403,2,"33,000",106,11,개인,개인,2007,무등로 374,-,중개거래,광주 동구,24.04.30
110,광주광역시 동구 계림동,1827,1827,0,그랜드센트럴,39.8652,202403,2,"27,500",-,6,개인,법인,2020,경양로 234,20240507,직거래,-,-
111,광주광역시 동구 계림동,1827,1827,0,그랜드센트럴,39.8652,202403,2,"27,000",-,5,개인,법인,2020,경양로 234,-,직거래,-,-
112,광주광역시 동구 계림동,1827,1827,0,그랜드센트럴,39.8652,202403,4,"28,700",-,21,개인,법인,2020,경양로 234,-,직거래,-,-
113,광주광역시 동구 계림동,100-1,100,1,금호,134.76,202403,5,"45,500",109,15,개인,개인,1996,필문대로 12-7,-,중개거래,광주 동구,24.04.25
114,광주광역시 동구 계림동,1827,1827,0,그랜드센트럴,84.949,202403,5,"51,000",101,18,개인,개인,2020,경양로 234,-,중개거래,"광주 동구, 광주 북구",24.03.25
115,광주광역시 동구 계림동,1827,1827,0,그랜드센트럴,39.8652,202403,5,"27,500",-,6,개인,법인,2020,경양로 234,-,직거래,-,-
116,광주광역시 동구 계림동,1827,1827,0,그랜드센트럴,39.8652,202403,5,"29,000",108,25,개인,법인,2020,경양로 234,-,직거래,-,24.03.29
117,광주광역시 동구 계림동,1827,1827,0,그랜드센트럴,39.8652,202403,6,"27,500",108,16,개인,법인,2020,경양로 234,-,직거래,-,24.04.05
118,광주광역시 동구 계림동,1827,1827,0,그랜드센트럴,59.9048,202403,7,"38,500",117,15,개인,개인,2020,경양로 234,-,중개거래,광주 동구,24.04.22
119,광주광역시 동구 계림동,1827,1827,0,그랜드센트럴,39.8652,202403,7,"27,500",-,8,개인,법인,2020,경양로 234,20240507,직거래,-,-
120,광주광역시 동구 계림동,1827,1827,0,그랜드센트럴,39.8652,202403,7,"28,500",-,10,개인,법인,2020,경양로 234,-,직거래,-,-
121,광주광역시 동구 계림동,1827,1827,0,그랜드센트럴,39.8652,202403,7,"29,000",-,21,법인,법인,2020,경양로 234,-,직거래,-,-
122,광주광역시 동구 계림동,1827,1827,0,그랜드센트럴,39.8652,202403,8,"28,500",-,9,개인,법인,2020,경양로 234,20240507,직거래,-,-
123,광주광역시 동구 계림동,1827,1827,0,그랜드센트럴,39.8652,202403,8,"28,500",-,7,개인,법인,2020,경양로 234,-,직거래,-,-
124,광주광역시 동구 계림동,100-1,100,1,금호,84.93,202403,9,"26,500",105,8,개인,개인,1996,필문대로 12-7,-,중개거래,광주 동구,24.04.29
125,광주광역시 동구 계림동,1827,1827,0,그랜드센트럴,39.8652,202403,9,"27,500",-,6,개인,법인,2020,경양로 234,20240507,직거래,-,-
126,광주광역시 동구 계림동,1827,1827,0,그랜드센트럴,84.949,202403,9,"49,500",102,31,개인,개인,2020,경양로 234,-,중개거래,광주 동구,24.04.11
127,광주광역시 동구 계림동,100-1,100,1,금호,84.93,202403,9,"27,500",106,15,개인,개인,1996,필문대로 12-7,-,중개거래,광주 동구,24.03.13
128,광주광역시 동구 계림동,1827,1827,0,그랜드센트럴,39.8652,202403,9,"28,700",-,22,개인,법인,2020,경양로 234,-,직거래,-,-
129,광주광역시 동구 계림동,1827,1827,0,그랜드센트럴,59.9083,202403,10,"37,000",116,30,개인,개인,2020,경양로 234,-,중개거래,광주 동구,24.04.26
130,광주광역시 동구 계림동,1827,1827,0,그랜드센트럴,39.8652,202403,10,"29,000",-,26,개인,법인,2020,경양로 234,-,직거래,-,-
131,광주광역시 동구 계림동,1827,1827,0,그랜드센트럴,119.936,202403,11,"70,000",-,1,개인,개인,2020,경양로 234,-,중개거래,광주 동구,-
132,광주광역시 동구 계림동,1827,1827,0,그랜드센트럴,39.8652,202403,11,"27,500",-,11,개인,법인,2020,경양로 234,-,직거래,-,-
133,광주광역시 동구 계림동,1827,1827,0,그랜드센트럴,84.949,202403,12,"51,000",105,26,개인,개인,2020,경양로 234,-,중개거래,광주 동구,24.04.30
134,광주광역시 동구 계림동,1827,1827,0,그랜드센트럴,75.9867,202403,12,"48,000",107,29,개인,개인,2020,경양로 234,-,중개거래,"광주 동구, 광주 서구",24.04.09
135,광주광역시 동구 계림동,1827,1827,0,그랜드센트럴,39.8652,202403,12,"29,000",-,24,개인,법인,2020,경양로 234,-,직거래,-,-
136,광주광역시 동구 계림동,1845,1845,0,두산위브3차(두산위브더파크),59.9903,202403,13,"40,200",303,18,개인,개인,2021,중앙로290번길 16,-,중개거래,광주 동구,24.04.22
137,광주광역시 동구 계림동,1827,1827,0,그랜드센트럴,59.9083,202403,13,"36,500",115,15,개인,개인,2020,경양로 234,-,중개거래,"광주 동구, 광주 북구",24.04.18
138,광주광역시 동구 계림동,1827,1827,0,그랜드센트럴,39.8652,202403,14,"28,700",108,21,개인,법인,2020,경양로 234,-,직거래,-,24.04.05
139,광주광역시 동구 계림동,100-1,100,1,금호,59.85,202403,15,"22,000",102,8,개인,개인,1996,필문대로 12-7,-,중개거래,"광주 동구, 광주 북구",24.04.15
140,광주광역시 동구 계림동,1827,1827,0,그랜드센트럴,75.9867,202403,15,"44,800",112,28,개인,개인,2020,경양로 234,-,중개거래,"광주 동구, 광주 북구",24.05.08
141,광주광역시 동구 계림동,1827,1827,0,그랜드센트럴,75.9117,202403,15,"46,800",111,26,개인,개인,2020,경양로 234,-,중개거래,광주 동구,24.05.09
142,광주광역시 동구 계림동,1827,1827,0,그랜드센트럴,59.9048,202403,16,"37,500",115,20,개인,개인,2020,경양로 234,-,중개거래,광주 동구,24.04.17
143,광주광역시 동구 계림동,1827,1827,0,그랜드센트럴,39.8652,202403,16,"27,500",108,14,개인,법인,2020,경양로 234,-,직거래,-,24.04.05
144,광주광역시 동구 계림동,1827,1827,0,그랜드센트럴,39.8652,202403,16,"28,500",-,14,개인,법인,2020,경양로 234,-,직거래,-,-
145,광주광역시 동구 계림동,1869,1869,0,계림아이파크에스케이뷰,72.6919,202403,16,"54,000",-,18,개인,개인,2022,필문대로 70,-,중개거래,광주 동구,-
146,광주광역시 동구 계림동,1827,1827,0,그랜드센트럴,59.9055,202403,17,"37,000",118,17,개인,개인,2020,경양로 234,-,중개거래,광주 동구,24.04.16
147,광주광역시 동구 계림동,100-11,100,11,계림동금호2,59.703,202403,17,"18,750",3층옥상201,16,개인,개인,1998,중앙로 358,-,중개거래,"광주 동구, 전남 담양군",24.04.03
148,광주광역시 동구 계림동,175-7,175,7,SG빌리지,48.417,202403,18,"8,627",-,6,개인,법인,2018,중앙로 313,-,직거래,-,24.03.25
149,광주광역시 동구 계림동,175-7,175,7,SG빌리지,29.4889,202403,18,"5,123",-,10,개인,법인,2018,중앙로 313,-,직거래,-,24.03.25
